"region","LT_HYDE","cover","area_ha","total_land_ha","land_use_ha","convertible_ha","low_avail_ha","high_avail_ha","unsuit_unprot_ha","unsuitable_ha","suit_prot_ha","unsuit_prot_ha","protected_ha","unprotected_ha","low_avail_prcnt_cover","high_avail_prcnt_cover","unsuit_unprot_prcnt_cover","suit_prot_prcnt_cover","unsuit_prot_prcnt_cover","low_avail_conv_ha","high_avail_conv_ha","unsuit_unprot_conv_ha","suit_prot_conv_ha","unsuit_prot_conv_ha","low_avail_conv_prcnt_conv","high_avail_conv_prcnt_conv","unsuit_unprot_conv_prcnt_conv","suit_prot_conv_prcnt_conv","unsuit_prot_conv_prcnt_conv","low_avail_conv_prcnt_total","high_avail_conv_prcnt_total","unsuit_unprot_conv_prcnt_total","suit_prot_conv_prcnt_total","unsuit_prot_conv_prcnt_total","low_avail_all_ha","high_avail_all_ha","unsuit_unprot_all_ha","suit_prot_all_ha","unsuit_prot_all_ha","low_avail_all_prcnt_all","high_avail_all_prcnt_all","unsuit_unprot_all_prcnt_all","suit_prot_all_prcnt_all","unsuit_prot_all_prcnt_all","low_avail_all_prcnt_total","high_avail_all_prcnt_total","unsuit_unprot_all_prcnt_total","suit_prot_all_prcnt_total","unsuit_prot_all_prcnt_total","low_avail_extra_ha","high_avail_extra_ha","unsuit_unprot_extra_ha","suit_prot_extra_ha","unsuit_prot_extra_ha","low_avail_extra_prcnt_total","high_avail_extra_prcnt_total","unsuit_unprot_extra_prcnt_total","suit_prot_extra_prcnt_total","unsuit_prot_extra_prcnt_total","cover_percent_total","use_percent_total"
"Global","Unmanaged","Unknown",26022111,13197896521.5768,11043927282.9329,8910851828.17389,,,,,,,,,,,,,,5361924863.72504,5981814467.51038,2615799853.59122,619889603.785337,313237507.072287,60.1729774786735,67.1295470158911,29.3552165834552,6.95656953721754,3.51523640065373,40.6271170179204,45.3239988488387,19.8198239341757,4.69688183091829,2.37338962735604,5493677314.7674,6131631777.64864,4350336330.25329,637954462.881238,561959175.030955,49.7438743847693,55.520392524898,39.3912076637469,5.77651814012867,5.08839981135513,41.6254007279568,46.4591593639505,32.9623461067533,4.83375863599376,4.25794499988864,7528399773.35366,8197718791.76532,4433343338.59864,669319018.411658,566834391.212831,57.042421578664,62.1138283541104,33.5912873036299,5.07140677544646,4.29488434225964,0.197168624238395,83.6794504705924
"Global","Pasture","Grassland",232331740.0169,13197896521.5768,232331740.0169,0,232331740.0169,232331740.0169,,,0,,,,100,100,,0,,232331740.0169,232331740.0169,,,,Inf,Inf,,,,1.76036946218717,1.76036946218717,,,,232331740.0169,232331740.0169,,,,100,100,,,,1.76036946218717,1.76036946218717,,,,7528399773.35366,8197718791.76532,4433343338.59864,669319018.411658,566834391.212831,57.042421578664,62.1138283541104,33.5912873036299,5.07140677544646,4.29488434225964,1.76036946218717,1.76036946218717
"Global","Harvested","Forest",280179914.468,13197896521.5768,280179914.468,0,280179914.468,280179914.468,,,0,,,,100,100,,0,,280179914.468,280179914.468,,,,Inf,Inf,,,,2.1229134052532,2.1229134052532,,,,280179914.468,280179914.468,,,,100,100,,,,2.1229134052532,2.1229134052532,,,,7528399773.35366,8197718791.76532,4433343338.59864,669319018.411658,566834391.212831,57.042421578664,62.1138283541104,33.5912873036299,5.07140677544646,4.29488434225964,2.1229134052532,2.1229134052532
"Global","Cropland","OtherArableLand",396039009.767,13197896521.5768,1583899507.8704,0,396039009.767,396039009.767,,,0,,,,100,100,,0,,1486787235.47235,1516559349.33392,63389896.6327213,29772113.8615759,3950261.90375314,Inf,Inf,Inf,Inf,Inf,11.265334843637,11.4909171083025,0.480303028055171,0.225582264665453,0.0299309961803003,1486787235.47235,1516559349.33392,63389896.6327213,29772113.8615759,3950261.90375314,93.8687857458444,95.7484576387668,4.00214131753542,1.87967189292239,0.249401043697803,11.265334843637,11.4909171083025,0.480303028055171,0.225582264665453,0.0299309961803003,7528399773.35366,8197718791.76532,4433343338.59864,669319018.411658,566834391.212831,57.042421578664,62.1138283541104,33.5912873036299,5.07140677544646,4.29488434225964,3.00077371511081,12.0011511325379
"Global","UrbanLand","Urban",57558076.2886,13197896521.5768,57558076.2886,0,35423568.6290092,37016010.297853,19617111.7126246,20542065.990747,1592441.66884387,924954.278122425,2517395.94696629,55040680.3416337,61.5440454461908,64.3107148200233,34.0822921430922,2.76666937383254,1.60699303688442,35423568.6290092,37016010.297853,19617111.7126246,1592441.66884386,924954.278122426,Inf,Inf,Inf,Inf,Inf,0.268403139629837,0.280469014417084,0.148638168821472,0.0120658747872468,0.00700834619069978,35423568.6290092,37016010.297853,19617111.7126246,1592441.66884386,924954.278122426,61.5440454461908,64.3107148200233,34.0822921430922,2.76666937383253,1.60699303688442,0.268403139629837,0.280469014417084,0.148638168821472,0.0120658747872468,0.00700834619069978,7528399773.35366,8197718791.76532,4433343338.59864,669319018.411658,566834391.212831,57.042421578664,62.1138283541104,33.5912873036299,5.07140677544646,4.29488434225964,0.436115529429256,0.436115529429256
"Global","Unmanaged","Other",2107053343.759,13197896521.5768,11043927282.9329,8910851828.17389,,,,,,,,,,,,,,5361924863.72504,5981814467.51038,2615799853.59122,619889603.785337,313237507.072287,60.1729774786735,67.1295470158911,29.3552165834552,6.95656953721754,3.51523640065373,40.6271170179204,45.3239988488387,19.8198239341757,4.69688183091829,2.37338962735604,5493677314.7674,6131631777.64864,4350336330.25329,637954462.881238,561959175.030955,49.7438743847693,55.520392524898,39.3912076637469,5.77651814012867,5.08839981135513,41.6254007279568,46.4591593639505,32.9623461067533,4.83375863599376,4.25794499988864,7528399773.35366,8197718791.76532,4433343338.59864,669319018.411658,566834391.212831,57.042421578664,62.1138283541104,33.5912873036299,5.07140677544646,4.29488434225964,15.9650694359836,83.6794504705924
"Global","Unmanaged","Shrubland",1181136713.12906,13197896521.5768,11043927282.9329,8910851828.17389,436997911.262164,522945103.189531,560005568.531807,658191609.939529,85947191.9273673,98186041.407722,184133233.335089,997003479.793971,36.9980804427349,44.2747310600607,47.4124258696729,7.27665061732579,8.31284307026645,5361924863.72504,5981814467.51038,2615799853.59122,619889603.785337,313237507.072287,60.1729774786735,67.1295470158911,29.3552165834552,6.95656953721754,3.51523640065373,40.6271170179204,45.3239988488387,19.8198239341757,4.69688183091829,2.37338962735604,5493677314.7674,6131631777.64864,4350336330.25329,637954462.881238,561959175.030955,49.7438743847693,55.520392524898,39.3912076637469,5.77651814012867,5.08839981135513,41.6254007279568,46.4591593639505,32.9623461067533,4.83375863599376,4.25794499988864,7528399773.35366,8197718791.76532,4433343338.59864,669319018.411658,566834391.212831,57.042421578664,62.1138283541104,33.5912873036299,5.07140677544646,4.29488434225964,8.94943153401802,83.6794504705924
"Global","Cropland","Crops",1187860498.1034,13197896521.5768,1583899507.8704,0,1090748225.70535,1120520339.56692,63389896.6327213,67340158.5364745,29772113.8615758,3950261.90375315,33722375.765329,1154138122.33807,91.8246062939962,94.3309707963188,5.33647652514189,2.50636450232259,0.332552678539303,1486787235.47235,1516559349.33392,63389896.6327213,29772113.8615759,3950261.90375314,Inf,Inf,Inf,Inf,Inf,11.265334843637,11.4909171083025,0.480303028055171,0.225582264665453,0.0299309961803003,1486787235.47235,1516559349.33392,63389896.6327213,29772113.8615759,3950261.90375314,93.8687857458444,95.7484576387668,4.00214131753542,1.87967189292239,0.249401043697803,11.265334843637,11.4909171083025,0.480303028055171,0.225582264665453,0.0299309961803003,7528399773.35366,8197718791.76532,4433343338.59864,669319018.411658,566834391.212831,57.042421578664,62.1138283541104,33.5912873036299,5.07140677544646,4.29488434225964,9.00037741742712,12.0011511325379
"Global","Unmanaged","Forest",2712027432.59346,13197896521.5768,11043927282.9329,8910851828.17389,1758616761.02275,2030370595.31608,593556740.203308,681656837.277384,271753834.293326,88100097.0740761,359853931.367402,2352173501.22606,64.8450948499816,74.8654151102916,21.8860890959241,10.02032026031,3.24849579378434,5361924863.72504,5981814467.51038,2615799853.59122,619889603.785337,313237507.072287,60.1729774786735,67.1295470158911,29.3552165834552,6.95656953721754,3.51523640065373,40.6271170179204,45.3239988488387,19.8198239341757,4.69688183091829,2.37338962735604,5493677314.7674,6131631777.64864,4350336330.25329,637954462.881238,561959175.030955,49.7438743847693,55.520392524898,39.3912076637469,5.77651814012867,5.08839981135513,41.6254007279568,46.4591593639505,32.9623461067533,4.83375863599376,4.25794499988864,7528399773.35366,8197718791.76532,4433343338.59864,669319018.411658,566834391.212831,57.042421578664,62.1138283541104,33.5912873036299,5.07140677544646,4.29488434225964,20.548936932182,83.6794504705924
"Global","Unmanaged","Grassland",5017687682.45137,13197896521.5768,11043927282.9329,8910851828.17389,3166310191.44013,3428498769.00477,1462237544.85611,1589188913.4466,262188577.564643,126951368.590489,389139946.155132,4628547736.29624,63.1029747529691,68.3282616611521,29.1416612072144,5.22528690818302,2.53007713163342,5361924863.72504,5981814467.51038,2615799853.59122,619889603.785337,313237507.072287,60.1729774786735,67.1295470158911,29.3552165834552,6.95656953721754,3.51523640065373,40.6271170179204,45.3239988488387,19.8198239341757,4.69688183091829,2.37338962735604,5493677314.7674,6131631777.64864,4350336330.25329,637954462.881238,561959175.030955,49.7438743847693,55.520392524898,39.3912076637469,5.77651814012867,5.08839981135513,41.6254007279568,46.4591593639505,32.9623461067533,4.83375863599376,4.25794499988864,7528399773.35366,8197718791.76532,4433343338.59864,669319018.411658,566834391.212831,57.042421578664,62.1138283541104,33.5912873036299,5.07140677544646,4.29488434225964,38.0188439441704,83.6794504705924
